Date	Open	High	Low	Close	Volume	Market Cap
Jul 28, 2019 	9,491.63 	9,575.55 	9,252.30 	9,552.86 	13,738,687,093 	170,461,958,074
Jul 27, 2019 	9,871.16 	10,167.32 	9,411.52 	9,477.68 	16,817,809,536 	169,099,540,423
Jul 26, 2019 	9,913.13 	9,916.52 	9,717.98 	9,870.30 	14,495,714,483 	176,085,968,354
Jul 25, 2019 	9,809.10 	10,154.25 	9,773.96 	9,911.84 	15,821,952,091 	176,806,451,137
Jul 24, 2019 	9,887.73 	9,908.80 	9,614.31 	9,811.93 	17,398,734,322 	175,005,760,794
Jul 23, 2019 	10,346.75 	10,346.75 	9,883.60 	9,900.77 	17,851,916,995 	176,572,890,702
Jul 22, 2019 	10,596.95 	10,651.79 	10,154.92 	10,343.11 	16,334,414,913 	184,443,440,748
Jul 21, 2019 	10,777.53 	10,841.89 	10,389.60 	10,599.11 	17,130,580,467 	188,987,475,962
Jul 20, 2019 	10,525.82 	11,048.66 	10,451.28 	10,767.14 	20,206,615,155 	191,963,691,255
Jul 19, 2019 	10,653.96 	10,716.98 	10,229.63 	10,530.73 	20,727,426,310 	187,725,578,628
Jul 18, 2019 	9,698.50 	10,736.84 	9,376.80 	10,666.48 	25,187,024,648 	190,129,918,121
Jul 17, 2019 	9,471.21 	9,963.13 	9,163.13 	9,693.80 	24,569,921,549 	172,777,250,515
Jul 16, 2019 	10,896.65 	10,996.63 	9,448.11 	9,477.64 	24,151,199,070 	168,908,640,950
Jul 15, 2019 	10,257.84 	11,052.77 	9,992.01 	10,895.09 	25,384,047,207 	194,147,627,475
Jul 14, 2019 	11,381.02 	11,451.20 	10,234.58 	10,256.06 	22,486,000,001 	182,741,933,552
Jul 13, 2019 	11,813.13 	11,841.96 	10,908.48 	11,392.38 	21,042,616,384 	202,968,191,001
Jul 12, 2019 	11,354.30 	11,905.49 	11,179.14 	11,815.99 	23,534,692,797 	210,494,417,832
Jul 11, 2019 	12,139.71 	12,144.62 	11,158.92 	11,358.66 	28,595,327,690 	202,324,174,692
Jul 10, 2019 	12,571.54 	13,129.53 	11,710.98 	12,156.51 	33,627,574,244 	216,515,999,522
Jul 09, 2019 	12,284.33 	12,779.13 	12,233.26 	12,573.81 	28,167,921,523 	223,928,128,583
Jul 08, 2019 	11,446.60 	12,345.83 	11,393.37 	12,285.96 	23,482,551,458 	218,778,355,444
Jul 07, 2019 	11,217.62 	11,541.62 	11,148.80 	11,450.85 	19,369,044,277 	203,881,891,346
Jul 06, 2019 	10,982.54 	11,620.97 	10,982.54 	11,208.55 	21,092,024,306 	199,546,110,914
Jul 05, 2019 	11,203.10 	11,395.66 	10,874.96 	10,978.46 	23,838,480,210 	195,424,678,267
Jul 04, 2019 	11,972.72 	12,006.08 	11,166.57 	11,215.44 	25,920,294,033 	199,617,404,432
Jul 03, 2019 	10,818.16 	11,968.08 	10,818.16 	11,961.27 	30,796,494,294 	212,867,079,175
Jul 02, 2019 	10,588.68 	10,912.19 	9,737.88 	10,801.68 	31,015,895,223 	192,206,536,806
Jul 01, 2019 	10,796.93 	11,206.44 	10,089.31 	10,583.13 	29,378,589,324 	188,297,637,574
Jun 30, 2019 	11,931.99 	12,178.38 	10,799.01 	10,817.16 	27,256,473,495 	192,442,065,810
Jun 29, 2019 	12,400.76 	12,400.91 	11,508.38 	11,959.37 	29,923,961,128 	212,739,713,110
Jun 28, 2019 	11,162.17 	12,445.18 	10,914.49 	12,407.33 	35,087,757,766 	220,681,459,666
Jun 27, 2019 	13,017.12 	13,311.14 	10,491.85 	11,182.81 	39,977,475,223 	198,878,940,964
Jun 26, 2019 	11,778.58 	13,796.49 	11,755.60 	13,016.23 	45,105,733,173 	231,462,117,209
Jun 25, 2019 	11,007.20 	11,790.92 	11,007.20 	11,790.92 	24,879,684,533 	209,647,943,360
Jun 24, 2019 	10,853.74 	11,065.90 	10,610.43 	11,011.10 	19,271,652,365 	195,762,668,679
Jun 23, 2019 	10,696.69 	11,246.14 	10,556.10 	10,855.37 	20,998,326,502 	192,970,090,355
Jun 22, 2019 	10,175.92 	11,157.35 	10,107.04 	10,701.69 	29,995,204,861 	190,214,124,824
Jun 21, 2019 	9,525.07 	10,144.56 	9,525.07 	10,144.56 	20,624,008,643 	180,293,241,528
Jun 20, 2019 	9,273.06 	9,594.42 	9,232.48 	9,527.16 	17,846,823,784 	169,304,784,791
Jun 19, 2019 	9,078.73 	9,299.62 	9,070.40 	9,273.52 	15,546,809,946 	164,780,855,869
Jun 18, 2019 	9,335.47 	9,348.37 	9,004.90 	9,081.76 	15,848,210,536 	161,353,637,186
Jun 17, 2019 	8,988.92 	9,416.41 	8,988.92 	9,320.35 	15,562,951,919 	165,573,372,261
Jun 16, 2019 	8,841.44 	9,335.87 	8,814.56 	8,994.49 	23,348,550,311 	159,769,423,370
Jun 15, 2019 	8,689.75 	8,859.13 	8,618.40 	8,838.38 	18,371,033,227 	156,982,138,835
Jun 14, 2019 	8,230.90 	8,710.64 	8,183.39 	8,693.83 	19,831,162,906 	154,398,880,249
Jun 13, 2019 	8,145.55 	8,311.57 	8,087.06 	8,230.92 	18,669,407,147 	146,160,317,148
Jun 12, 2019 	7,925.43 	8,196.65 	7,862.36 	8,145.86 	19,034,432,883 	144,634,684,711
Jun 11, 2019 	8,004.24 	8,026.39 	7,772.80 	7,927.71 	17,107,279,932 	140,748,537,530
Jun 10, 2019 	7,692.28 	8,031.91 	7,586.73 	8,000.33 	18,689,275,118 	142,023,351,079
Jun 09, 2019 	7,949.67 	7,975.97 	7,583.22 	7,688.08 	16,610,726,547 	136,465,098,533
Jun 08, 2019 	8,036.77 	8,076.89 	7,837.61 	7,954.13 	16,522,722,810 	141,172,841,635
